2.760,-0.391,0.260,-1.512-1
2.800,-0.345,0.300,-1.524-1
2.840,-0.301,0.340,-1.541-1
2.880,-0.259,0.380,-1.562-1
2.920,-0.219,0.420,-1.586-1
2.960,-0.181,0.460,-1.615-1
3.000,-0.146,0.500,-1.646-1
3.040,-0.115,0.540,-1.681-1
3.080,-0.086,0.580,-1.719-1
3.120,-0.062,0.620,-1.759-1
3.160,-0.041,0.660,-1.801-1
3.200,-0.024,0.700,-1.845-1
3.240,-0.012,0.740,-1.891-1
3.280,-0.004,0.780,-1.937-1
3.320,-0.000,0.820,-1.984-1
3.360,-0.001,0.860,-2.031-1
3.400,-0.006,0.900,-2.078-1
3.440,-0.016,0.940,-2.124-1
3.480,-0.030,0.980,-2.169-1
3.520,-0.048,1.020,-2.213-1
3.560,-0.070,1.060,-2.255-1
3.600,-0.095,1.100,-2.294-1
3.640,-0.125,1.140,-2.331-1
3.680,-0.158,1.180,-2.364-1
3.720,-0.194,1.220,-2.395-1
3.760,-0.232,1.260,-2.422-1
3.800,-0.273,1.300,-2.446-1
3.840,-0.316,1.340,-2.465-1
3.880,-0.361,1.380,-2.480-1
3.920,-0.406,1.420,-2.491-1
3.960,-0.453,1.460,-2.498-1
4.000,-0.500,1.500,-2.500-1
4.040,-0.547,1.540,-2.498-1
4.080,-0.594,1.580,-2.491-1
4.120,-0.639,1.620,-2.480-1
4.160,-0.684,1.660,-2.465-1
4.200,-0.727,1.700,-2.446-1
4.240,-0.768,1.740,-2.422-1
4.280,-0.806,1.780,-2.395-1
4.320,-0.842,1.820,-2.364-1
4.360,-0.875,1.860,-2.331-1
4.400,-0.905,1.900,-2.294-1
4.440,-0.930,1.940,-2.255-1
4.480,-0.952,1.980,-2.213-1
4.520,-0.970,2.020,-2.169-1
4.560,-0.984,2.060,-2.124-1
4.600,-0.994,2.100,-2.078-1
4.640,-0.999,2.140,-2.031-1
4.680,-1.000,2.180,-1.984-1
4.720,-0.996,2.220,-1.937-1
4.760,-0.988,2.260,-1.891-1
4.800,-0.976,2.300,-1.845-1
4.840,-0.959,2.340,-1.801-1
4.880,-0.938,2.380,-1.759-1
4.920,-0.914,2.420,-1.719-1
4.960,-0.885,2.460,-1.681-1
5.000,-0.854,2.500,-1.646-1
5.040,-0.819,2.540,-1.615-1
5.080,-0.781,2.580,-1.586-1
5.120,-0.741,2.620,-1.562-1
5.160,-0.699,2.660,-1.541-1
5.200,-0.655,2.700,-1.524-1
5.240,-0.609,2.740,-1.512-1
5.280,-0.563,2.780,-1.504-1
5.320,-0.516,2.820,-1.500-1
5.360,-0.469,2.860,-1.501-1
5.400,-0.422,2.900,-1.506-1
5.440,-0.376,2.940,-1.516-1
5.480,-0.331,2.980,-1.530-1
5.520,-0.287,3.020,-1.548-1
5.560,-0.245,3.060,-1.570-1
5.600,-0.206,3.100,-1.595-1
5.640,-0.169,3.140,-1.625-1
5.680,-0.136,3.180,-1.658-1
5.720,-0.105,3.220,-1.694-1
5.760,-0.078,3.260,-1.732-1
5.800,-0.054,3.300,-1.773-1
5.840,-0.035,3.340,-1.816-1
5.880,-0.020,3.380,-1.861-1
5.920,-0.009,3.420,-1.906-1
5.960,-0.002,3.460,-1.953-1
6.000,0.000,3.500,-2.000-1
6.040,-0.002,3.540,-2.047-1
6.080,-0.009,3.580,-2.094-1
6.120,-0.020,3.620,-2.139-1
6.160,-0.035,3.660,-2.184-1
6.200,-0.054,3.700,-2.227-1
6.240,-0.078,3.740,-2.268-1
6.280,-0.105,3.780,-2.306-1
6.320,-0.136,3.820,-2.342-1
6.360,-0.169,3.860,-2.375-1
6.400,-0.206,3.900,-2.405-1
6.440,-0.245,3.940,-2.430-1
6.480,-0.287,3.980,-2.452-1
6.520,-0.331,4.020,-2.470-1
6.560,-0.376,4.060,-2.484-1
6.600,-0.422,4.100,-2.494-1
6.640,-0.469,4.140,-2.499-1
6.680,-0.516,4.180,-2.500-1
6.720,-0.563,4.220,-2.496-1
6.760,-0.609,4.260,-2.488-1
6.800,-0.655,4.300,-2.476-1
6.840,-0.699,4.340,-2.459-1
6.880,-0.741,4.380,-2.438-1
6.920,-0.781,4.420,-2.414-1
6.960,-0.819,4.460,-2.385-1
7.000,-0.854,4.500,-2.354-1
7.040,-0.885,4.540,-2.319-1
7.080,-0.914,4.580,-2.281-1
7.120,-0.938,4.620,-2.241-1
7.160,-0.959,4.660,-2.199-1
7.200,-0.976,4.700,-2.155-1
7.240,-0.988,4.740,-2.109-1
7.280,-0.996,4.780,-2.063-1
7.320,-1.000,4.820,-2.016-1
7.360,-0.999,4.860,-1.969-1
7.400,-0.994,4.900,-1.922-1
7.440,-0.984,4.940,-1.876-1
7.480,-0.970,4.980,-1.831-1
7.520,-0.952,5.020,-1.787-1
7.560,-0.930,5.060,-1.745-1
7.600,-0.905,5.100,-1.706-1
7.640,-0.875,5.140,-1.669-1
7.680,-0.842,5.180,-1.636-1
7.720,-0.806,5.220,-1.605-1
7.760,-0.768,5.260,-1.578-1
7.800,-0.727,5.300,-1.554-1
7.840,-0.684,5.340,-1.535-1
7.880,-0.639,5.380,-1.520-1
7.920,-0.594,5.420,-1.509-1
7.960,-0.547,5.460,-1.502-1
8.000,-0.500,5.500,-1.500-1
8.040,-0.453,5.540,-1.502-1
8.080,-0.406,5.580,-1.509-1
8.120,-0.361,5.620,-1.520-1
8.160,-0.316,5.660,-1.535-1
8.200,-0.273,5.700,-1.554-1
8.240,-0.232,5.740,-1.578-1
8.280,-0.194,5.780,-1.605-1
8.320,-0.158,5.820,-1.636-1
8.360,-0.125,5.860,-1.669-1
8.400,-0.095,5.900,-1.706-1
8.440,-0.070,5.940,-1.745-1
8.480,-0.048,5.980,-1.787-1
8.520,-0.030,6.020,-1.831-1
8.560,-0.016,6.060,-1.876-1
8.600,-0.006,6.100,-1.922-1
8.640,-0.001,6.140,-1.969-1
8.680,-0.000,6.180,-2.016-1
8.720,-0.004,6.220,-2.063-1
8.760,-0.012,6.260,-2.109-1
8.800,-0.024,6.300,-2.155-1
8.840,-0.041,6.340,-2.199-1
8.880,-0.062,6.380,-2.241-1
8.920,-0.086,6.420,-2.281-1
8.960,-0.115,6.460,-2.319-1
9.000,-0.146,6.500,-2.354-1
9.040,-0.181,6.540,-2.385-1
9.080,-0.219,6.580,-2.414-1
9.120,-0.259,6.620,-2.438-1
9.160,-0.301,6.660,-2.459-1
9.200,-0.345,6.700,-2.476-1
9.240,-0.391,6.740,-2.488-1
9.280,-0.437,6.780,-2.496-1
9.320,-0.484,6.820,-2.500-1
9.360,-0.531,6.860,-2.499-1
9.400,-0.578,6.900,-2.494-1
9.440,-0.624,6.940,-2.484-1
9.480,-0.669,6.980,-2.470-1
9.520,-0.713,7.020,-2.452-1
9.560,-0.755,7.060,-2.430-1
9.600,-0.794,7.100,-2.405-1
9.640,-0.831,7.140,-2.375-1
9.680,-0.864,7.180,-2.342-1
9.720,-0.895,7.220,-2.306-1
9.760,-0.922,7.260,-2.268-1
9.800,-0.946,7.300,-2.227-1
9.840,-0.965,7.340,-2.184-1
9.880,-0.980,7.380,-2.139-1
9.920,-0.991,7.420,-2.094-1
9.960,-0.998,7.460,-2.047-1
10.000,-1.000,7.500,-2.000-1
