2.290,0.290,-1.710,-1.387-1
2.300,0.309,-1.700,-1.412-1
2.310,0.327,-1.690,-1.438-1
2.320,0.344,-1.680,-1.464-1
2.330,0.361,-1.670,-1.491-1
2.340,0.376,-1.660,-1.518-1
2.350,0.391,-1.650,-1.546-1
2.360,0.405,-1.640,-1.574-1
2.370,0.418,-1.630,-1.603-1
2.380,0.430,-1.620,-1.632-1
2.390,0.441,-1.610,-1.661-1
2.400,0.451,-1.600,-1.691-1
2.410,0.460,-1.590,-1.721-1
2.420,0.469,-1.580,-1.751-1
2.430,0.476,-1.570,-1.782-1
2.440,0.482,-1.560,-1.813-1
2.450,0.488,-1.550,-1.844-1
2.460,0.492,-1.540,-1.875-1
2.470,0.496,-1.530,-1.906-1
2.480,0.498,-1.520,-1.937-1
2.490,0.500,-1.510,-1.969-1
2.500,0.500,-1.500,-2.000-1
2.510,0.500,-1.490,-2.031-1
2.520,0.498,-1.480,-2.063-1
2.530,0.496,-1.470,-2.094-1
2.540,0.492,-1.460,-2.125-1
2.550,0.488,-1.450,-2.156-1
2.560,0.482,-1.440,-2.187-1
2.570,0.476,-1.430,-2.218-1
2.580,0.469,-1.420,-2.249-1
2.590,0.460,-1.410,-2.279-1
2.600,0.451,-1.400,-2.309-1
2.610,0.441,-1.390,-2.339-1
2.620,0.430,-1.380,-2.368-1
2.630,0.418,-1.370,-2.397-1
2.640,0.405,-1.360,-2.426-1
2.650,0.391,-1.350,-2.454-1
2.660,0.376,-1.340,-2.482-1
2.670,0.361,-1.330,-2.509-1
2.680,0.344,-1.320,-2.536-1
2.690,0.327,-1.310,-2.562-1
2.700,0.309,-1.300,-2.588-1
2.710,0.290,-1.290,-2.613-1
2.720,0.271,-1.280,-2.637-1
2.730,0.250,-1.270,-2.661-1
2.740,0.229,-1.260,-2.685-1
2.750,0.207,-1.250,-2.707-1
2.760,0.185,-1.240,-2.729-1
2.770,0.161,-1.230,-2.750-1
2.780,0.137,-1.220,-2.771-1
2.790,0.113,-1.210,-2.790-1
2.800,0.088,-1.200,-2.809-1
2.810,0.062,-1.190,-2.827-1
2.820,0.036,-1.180,-2.844-1
2.830,0.009,-1.170,-2.861-1
2.840,-0.018,-1.160,-2.876-1
2.850,-0.046,-1.150,-2.891-1
2.860,-0.074,-1.140,-2.905-1
2.870,-0.103,-1.130,-2.918-1
2.880,-0.132,-1.120,-2.930-1
2.890,-0.161,-1.110,-2.941-1
2.900,-0.191,-1.100,-2.951-1
2.910,-0.221,-1.090,-2.960-1
2.920,-0.251,-1.080,-2.969-1
2.930,-0.282,-1.070,-2.976-1
2.940,-0.313,-1.060,-2.982-1
2.950,-0.344,-1.050,-2.988-1
2.960,-0.375,-1.040,-2.992-1
2.970,-0.406,-1.030,-2.996-1
2.980,-0.437,-1.020,-2.998-1
2.990,-0.469,-1.010,-3.000-1
3.000,-0.500,-1.000,-3.000-1
3.010,-0.531,-0.990,-3.000-1
3.020,-0.563,-0.980,-2.998-1
3.030,-0.594,-0.970,-2.996-1
3.040,-0.625,-0.960,-2.992-1
3.050,-0.656,-0.950,-2.988-1
3.060,-0.687,-0.940,-2.982-1
3.070,-0.718,-0.930,-2.976-1
3.080,-0.749,-0.920,-2.969-1
3.090,-0.779,-0.910,-2.960-1
3.100,-0.809,-0.900,-2.951-1
3.110,-0.839,-0.890,-2.941-1
3.120,-0.868,-0.880,-2.930-1
3.130,-0.897,-0.870,-2.918-1
3.140,-0.926,-0.860,-2.905-1
3.150,-0.954,-0.850,-2.891-1
3.160,-0.982,-0.840,-2.876-1
3.170,-1.009,-0.830,-2.861-1
3.180,-1.036,-0.820,-2.844-1
3.190,-1.062,-0.810,-2.827-1
3.200,-1.088,-0.800,-2.809-1
3.210,-1.113,-0.790,-2.790-1
3.220,-1.137,-0.780,-2.771-1
3.230,-1.161,-0.770,-2.750-1
3.240,-1.185,-0.760,-2.729-1
3.250,-1.207,-0.750,-2.707-1
3.260,-1.229,-0.740,-2.685-1
3.270,-1.250,-0.730,-2.661-1
3.280,-1.271,-0.720,-2.637-1
3.290,-1.290,-0.710,-2.613-1
3.300,-1.309,-0.700,-2.588-1
3.310,-1.327,-0.690,-2.562-1
3.320,-1.344,-0.680,-2.536-1
3.330,-1.361,-0.670,-2.509-1
3.340,-1.376,-0.660,-2.482-1
3.350,-1.391,-0.650,-2.454-1
3.360,-1.405,-0.640,-2.426-1
3.370,-1.418,-0.630,-2.397-1
3.380,-1.430,-0.620,-2.368-1
3.390,-1.441,-0.610,-2.339-1
3.400,-1.451,-0.600,-2.309-1
3.410,-1.460,-0.590,-2.279-1
3.420,-1.469,-0.580,-2.249-1
3.430,-1.476,-0.570,-2.218-1
3.440,-1.482,-0.560,-2.187-1
3.450,-1.488,-0.550,-2.156-1
3.460,-1.492,-0.540,-2.125-1
3.470,-1.496,-0.530,-2.094-1
3.480,-1.498,-0.520,-2.063-1
3.490,-1.500,-0.510,-2.031-1
3.500,-1.500,-0.500,-2.000-1
3.510,-1.500,-0.490,-1.969-1
3.520,-1.498,-0.480,-1.937-1
3.530,-1.496,-0.470,-1.906-1
3.540,-1.492,-0.460,-1.875-1
3.550,-1.488,-0.450,-1.844-1
3.560,-1.482,-0.440,-1.813-1
3.570,-1.476,-0.430,-1.782-1
3.580,-1.469,-0.420,-1.751-1
3.590,-1.460,-0.410,-1.721-1
3.600,-1.451,-0.400,-1.691-1
3.610,-1.441,-0.390,-1.661-1
3.620,-1.430,-0.380,-1.632-1
3.630,-1.418,-0.370,-1.603-1
3.640,-1.405,-0.360,-1.574-1
3.650,-1.391,-0.350,-1.546-1
3.660,-1.376,-0.340,-1.518-1
3.670,-1.361,-0.330,-1.491-1
3.680,-1.344,-0.320,-1.464-1
3.690,-1.327,-0.310,-1.438-1
3.700,-1.309,-0.300,-1.412-1
3.710,-1.290,-0.290,-1.387-1
3.720,-1.271,-0.280,-1.363-1
3.730,-1.250,-0.270,-1.339-1
3.740,-1.229,-0.260,-1.315-1
3.750,-1.207,-0.250,-1.293-1
3.760,-1.185,-0.240,-1.271-1
3.770,-1.161,-0.230,-1.250-1
3.780,-1.137,-0.220,-1.229-1
3.790,-1.113,-0.210,-1.210-1
3.800,-1.088,-0.200,-1.191-1
3.810,-1.062,-0.190,-1.173-1
3.820,-1.036,-0.180,-1.156-1
3.830,-1.009,-0.170,-1.139-1
3.840,-0.982,-0.160,-1.124-1
3.850,-0.954,-0.150,-1.109-1
3.860,-0.926,-0.140,-1.095-1
3.870,-0.897,-0.130,-1.082-1
3.880,-0.868,-0.120,-1.070-1
3.890,-0.839,-0.110,-1.059-1
3.900,-0.809,-0.100,-1.049-1
3.910,-0.779,-0.090,-1.040-1
3.920,-0.749,-0.080,-1.031-1
3.930,-0.718,-0.070,-1.024-1
3.940,-0.687,-0.060,-1.018-1
3.950,-0.656,-0.050,-1.012-1
3.960,-0.625,-0.040,-1.008-1
3.970,-0.594,-0.030,-1.004-1
3.980,-0.563,-0.020,-1.002-1
3.990,-0.531,-0.010,-1.000-1
4.000,-0.500,-0.000,-1.000-1
4.010,-0.469,0.010,-1.000-1
4.020,-0.437,0.020,-1.002-1
4.030,-0.406,0.030,-1.004-1
4.040,-0.375,0.040,-1.008-1
4.050,-0.344,0.050,-1.012-1
4.060,-0.313,0.060,-1.018-1
4.070,-0.282,0.070,-1.024-1
4.080,-0.251,0.080,-1.031-1
4.090,-0.221,0.090,-1.040-1
4.100,-0.191,0.100,-1.049-1
4.110,-0.161,0.110,-1.059-1
4.120,-0.132,0.120,-1.070-1
4.130,-0.103,0.130,-1.082-1
4.140,-0.074,0.140,-1.095-1
4.150,-0.046,0.150,-1.109-1
4.160,-0.018,0.160,-1.124-1
4.170,0.009,0.170,-1.139-1
4.180,0.036,0.180,-1.156-1
4.190,0.062,0.190,-1.173-1
4.200,0.088,0.200,-1.191-1
4.210,0.113,0.210,-1.210-1
4.220,0.137,0.220,-1.229-1
4.230,0.161,0.230,-1.250-1
4.240,0.185,0.240,-1.271-1
4.250,0.207,0.250,-1.293-1
4.260,0.229,0.260,-1.315-1
4.270,0.250,0.270,-1.339-1
4.280,0.271,0.280,-1.363-1
4.290,0.290,0.290,-1.387-1
4.300,0.309,0.300,-1.412-1
4.310,0.327,0.310,-1.438-1
4.320,0.344,0.320,-1.464-1
4.330,0.361,0.330,-1.491-1
4.340,0.376,0.340,-1.518-1
4.350,0.391,0.350,-1.546-1
4.360,0.405,0.360,-1.574-1
4.370,0.418,0.370,-1.603-1
4.380,0.430,0.380,-1.632-1
4.390,0.441,0.390,-1.661-1
4.400,0.451,0.400,-1.691-1
4.410,0.460,0.410,-1.721-1
4.420,0.469,0.420,-1.751-1
4.430,0.476,0.430,-1.782-1
4.440,0.482,0.440,-1.813-1
4.450,0.488,0.450,-1.844-1
4.460,0.492,0.460,-1.875-1
4.470,0.496,0.470,-1.906-1
4.480,0.498,0.480,-1.937-1
4.490,0.500,0.490,-1.969-1
4.500,0.500,0.500,-2.000-1
4.510,0.500,0.510,-2.031-1
4.520,0.498,0.520,-2.063-1
4.530,0.496,0.530,-2.094-1
4.540,0.492,0.540,-2.125-1
4.550,0.488,0.550,-2.156-1
4.560,0.482,0.560,-2.187-1
4.570,0.476,0.570,-2.218-1
4.580,0.469,0.580,-2.249-1
4.590,0.460,0.590,-2.279-1
4.600,0.451,0.600,-2.309-1
4.610,0.441,0.610,-2.339-1
4.620,0.430,0.620,-2.368-1
4.630,0.418,0.630,-2.397-1
4.640,0.405,0.640,-2.426-1
4.650,0.391,0.650,-2.454-1
4.660,0.376,0.660,-2.482-1
4.670,0.361,0.670,-2.509-1
4.680,0.344,0.680,-2.536-1
4.690,0.327,0.690,-2.562-1
4.700,0.309,0.700,-2.588-1
4.710,0.290,0.710,-2.613-1
4.720,0.271,0.720,-2.637-1
4.730,0.250,0.730,-2.661-1
4.740,0.229,0.740,-2.685-1
4.750,0.207,0.750,-2.707-1
4.760,0.185,0.760,-2.729-1
4.770,0.161,0.770,-2.750-1
4.780,0.137,0.780,-2.771-1
4.790,0.113,0.790,-2.790-1
4.800,0.088,0.800,-2.809-1
4.810,0.062,0.810,-2.827-1
4.820,0.036,0.820,-2.844-1
4.830,0.009,0.830,-2.861-1
4.840,-0.018,0.840,-2.876-1
4.850,-0.046,0.850,-2.891-1
4.860,-0.074,0.860,-2.905-1
4.870,-0.103,0.870,-2.918-1
4.880,-0.132,0.880,-2.930-1
4.890,-0.161,0.890,-2.941-1
4.900,-0.191,0.900,-2.951-1
4.910,-0.221,0.910,-2.960-1
4.920,-0.251,0.920,-2.969-1
4.930,-0.282,0.930,-2.976-1
4.940,-0.313,0.940,-2.982-1
4.950,-0.344,0.950,-2.988-1
4.960,-0.375,0.960,-2.992-1
4.970,-0.406,0.970,-2.996-1
4.980,-0.437,0.980,-2.998-1
4.990,-0.469,0.990,-3.000-1
5.000,-0.500,1.000,-3.000-1
5.010,-0.531,1.010,-3.000-1
5.020,-0.563,1.020,-2.998-1
5.030,-0.594,1.030,-2.996-1
5.040,-0.625,1.040,-2.992-1
5.050,-0.656,1.050,-2.988-1
5.060,-0.687,1.060,-2.982-1
5.070,-0.718,1.070,-2.976-1
5.080,-0.749,1.080,-2.969-1
5.090,-0.779,1.090,-2.960-1
5.100,-0.809,1.100,-2.951-1
5.110,-0.839,1.110,-2.941-1
5.120,-0.868,1.120,-2.930-1
5.130,-0.897,1.130,-2.918-1
5.140,-0.926,1.140,-2.905-1
5.150,-0.954,1.150,-2.891-1
5.160,-0.982,1.160,-2.876-1
5.170,-1.009,1.170,-2.861-1
5.180,-1.036,1.180,-2.844-1
5.190,-1.062,1.190,-2.827-1
5.200,-1.088,1.200,-2.809-1
5.210,-1.113,1.210,-2.790-1
5.220,-1.137,1.220,-2.771-1
5.230,-1.161,1.230,-2.750-1
5.240,-1.185,1.240,-2.729-1
5.250,-1.207,1.250,-2.707-1
5.260,-1.229,1.260,-2.685-1
5.270,-1.250,1.270,-2.661-1
5.280,-1.271,1.280,-2.637-1
5.290,-1.290,1.290,-2.613-1
5.300,-1.309,1.300,-2.588-1
5.310,-1.327,1.310,-2.562-1
5.320,-1.344,1.320,-2.536-1
5.330,-1.361,1.330,-2.509-1
5.340,-1.376,1.340,-2.482-1
5.350,-1.391,1.350,-2.454-1
5.360,-1.405,1.360,-2.426-1
5.370,-1.418,1.370,-2.397-1
5.380,-1.430,1.380,-2.368-1
5.390,-1.441,1.390,-2.339-1
5.400,-1.451,1.400,-2.309-1
5.410,-1.460,1.410,-2.279-1
5.420,-1.469,1.420,-2.249-1
5.430,-1.476,1.430,-2.218-1
5.440,-1.482,1.440,-2.187-1
5.450,-1.488,1.450,-2.156-1
5.460,-1.492,1.460,-2.125-1
5.470,-1.496,1.470,-2.094-1
5.480,-1.498,1.480,-2.063-1
5.490,-1.500,1.490,-2.031-1
5.500,-1.500,1.500,-2.000-1
5.510,-1.500,1.510,-1.969-1
5.520,-1.498,1.520,-1.937-1
5.530,-1.496,1.530,-1.906-1
5.540,-1.492,1.540,-1.875-1
5.550,-1.488,1.550,-1.844-1
5.560,-1.482,1.560,-1.813-1
5.570,-1.476,1.570,-1.782-1
5.580,-1.469,1.580,-1.751-1
5.590,-1.460,1.590,-1.721-1
5.600,-1.451,1.600,-1.691-1
5.610,-1.441,1.610,-1.661-1
5.620,-1.430,1.620,-1.632-1
5.630,-1.418,1.630,-1.603-1
5.640,-1.405,1.640,-1.574-1
5.650,-1.391,1.650,-1.546-1
5.660,-1.376,1.660,-1.518-1
5.670,-1.361,1.670,-1.491-1
5.680,-1.344,1.680,-1.464-1
5.690,-1.327,1.690,-1.438-1
5.700,-1.309,1.700,-1.412-1
5.710,-1.290,1.710,-1.387-1
5.720,-1.271,1.720,-1.363-1
5.730,-1.250,1.730,-1.339-1
5.740,-1.229,1.740,-1.315-1
5.750,-1.207,1.750,-1.293-1
5.760,-1.185,1.760,-1.271-1
5.770,-1.161,1.770,-1.250-1
5.780,-1.137,1.780,-1.229-1
5.790,-1.113,1.790,-1.210-1
5.800,-1.088,1.800,-1.191-1
5.810,-1.062,1.810,-1.173-1
5.820,-1.036,1.820,-1.156-1
5.830,-1.009,1.830,-1.139-1
5.840,-0.982,1.840,-1.124-1
5.850,-0.954,1.850,-1.109-1
5.860,-0.926,1.860,-1.095-1
5.870,-0.897,1.870,-1.082-1
5.880,-0.868,1.880,-1.070-1
5.890,-0.839,1.890,-1.059-1
5.900,-0.809,1.900,-1.049-1
5.910,-0.779,1.910,-1.040-1
5.920,-0.749,1.920,-1.031-1
5.930,-0.718,1.930,-1.024-1
5.940,-0.687,1.940,-1.018-1
5.950,-0.656,1.950,-1.012-1
5.960,-0.625,1.960,-1.008-1
5.970,-0.594,1.970,-1.004-1
5.980,-0.563,1.980,-1.002-1
5.990,-0.531,1.990,-1.000-1
6.000,-0.500,2.000,-1.000-1
6.010,-0.469,2.010,-1.000-1
6.020,-0.437,2.020,-1.002-1
6.030,-0.406,2.030,-1.004-1
6.040,-0.375,2.040,-1.008-1
6.050,-0.344,2.050,-1.012-1
6.060,-0.313,2.060,-1.018-1
6.070,-0.282,2.070,-1.024-1
6.080,-0.251,2.080,-1.031-1
6.090,-0.221,2.090,-1.040-1
6.100,-0.191,2.100,-1.049-1
6.110,-0.161,2.110,-1.059-1
6.120,-0.132,2.120,-1.070-1
6.130,-0.103,2.130,-1.082-1
6.140,-0.074,2.140,-1.095-1
6.150,-0.046,2.150,-1.109-1
6.160,-0.018,2.160,-1.124-1
6.170,0.009,2.170,-1.139-1
6.180,0.036,2.180,-1.156-1
6.190,0.062,2.190,-1.173-1
6.200,0.088,2.200,-1.191-1
6.210,0.113,2.210,-1.210-1
6.220,0.137,2.220,-1.229-1
6.230,0.161,2.230,-1.250-1
6.240,0.185,2.240,-1.271-1
6.250,0.207,2.250,-1.293-1
6.260,0.229,2.260,-1.315-1
6.270,0.250,2.270,-1.339-1
6.280,0.271,2.280,-1.363-1
6.290,0.290,2.290,-1.387-1
6.300,0.309,2.300,-1.412-1
6.310,0.327,2.310,-1.438-1
6.320,0.344,2.320,-1.464-1
6.330,0.361,2.330,-1.491-1
6.340,0.376,2.340,-1.518-1
6.350,0.391,2.350,-1.546-1
6.360,0.405,2.360,-1.574-1
6.370,0.418,2.370,-1.603-1
6.380,0.430,2.380,-1.632-1
6.390,0.441,2.390,-1.661-1
6.400,0.451,2.400,-1.691-1
6.410,0.460,2.410,-1.721-1
6.420,0.469,2.420,-1.751-1
6.430,0.476,2.430,-1.782-1
6.440,0.482,2.440,-1.813-1
6.450,0.488,2.450,-1.844-1
6.460,0.492,2.460,-1.875-1
6.470,0.496,2.470,-1.906-1
6.480,0.498,2.480,-1.937-1
6.490,0.500,2.490,-1.969-1
6.500,0.500,2.500,-2.000-1
6.510,0.500,2.510,-2.031-1
6.520,0.498,2.520,-2.063-1
6.530,0.496,2.530,-2.094-1
6.540,0.492,2.540,-2.125-1
6.550,0.488,2.550,-2.156-1
6.560,0.482,2.560,-2.187-1
6.570,0.476,2.570,-2.218-1
6.580,0.469,2.580,-2.249-1
6.590,0.460,2.590,-2.279-1
6.600,0.451,2.600,-2.309-1
6.610,0.441,2.610,-2.339-1
6.620,0.430,2.620,-2.368-1
6.630,0.418,2.630,-2.397-1
6.640,0.405,2.640,-2.426-1
6.650,0.391,2.650,-2.454-1
6.660,0.376,2.660,-2.482-1
6.670,0.361,2.670,-2.509-1
6.680,0.344,2.680,-2.536-1
6.690,0.327,2.690,-2.562-1
6.700,0.309,2.700,-2.588-1
6.710,0.290,2.710,-2.613-1
6.720,0.271,2.720,-2.637-1
6.730,0.250,2.730,-2.661-1
6.740,0.229,2.740,-2.685-1
6.750,0.207,2.750,-2.707-1
6.760,0.185,2.760,-2.729-1
6.770,0.161,2.770,-2.750-1
6.780,0.137,2.780,-2.771-1
6.790,0.113,2.790,-2.790-1
6.800,0.088,2.800,-2.809-1
6.810,0.062,2.810,-2.827-1
6.820,0.036,2.820,-2.844-1
6.830,0.009,2.830,-2.861-1
6.840,-0.018,2.840,-2.876-1
6.850,-0.046,2.850,-2.891-1
6.860,-0.074,2.860,-2.905-1
6.870,-0.103,2.870,-2.918-1
6.880,-0.132,2.880,-2.930-1
6.890,-0.161,2.890,-2.941-1
6.900,-0.191,2.900,-2.951-1
6.910,-0.221,2.910,-2.960-1
6.920,-0.251,2.920,-2.969-1
